Id,Brand_Name,Generic_Name,Is_Opioid
3081,Nystatin-Triamcinolone,Nystatin/Triamcinolone Acet,
3082,Vilazodone Hcl,Vilazodone Hcl,
3083,Ampicillin-Sulbactam,Ampicillin Sod/Sulbactam Sod,
3084,Fesoterodine Fumarate Er,Fesoterodine Fumarate,
3085,Inpen (For Novolog Or Fiasp),"Insulin Pen,reusable,bt,aspart",
3086,Lyumjev Kwikpen U-200,Insulin Lispro-Aabc,
3087,Radicava Ors,Edaravone,
3088,Vpriv,Velaglucerase Alfa,
3089,Incassia,Norethindrone,
3090,Pediarix,Hep B Vaccine/Dp(A)t-Polio/Pf,
3091,Sarclisa,Isatuximab-Irfc,
3092,Sodium Phosphate,"Sodium Phos,m-Basic-D-Basic",
3093,Dilaudid,Hydromorphone Hcl/Pf,true
3094,Precision,"Syring W-Ndl,disp,insul,0.5ml",
3095,Bactroban,Mupirocin,
3096,Topcare Ultra Comfort,"Syring W-Ndl,disp,insul,0.5 Ml",
3097,Ultresa,Lipase/Protease/Amylase,
3098,Multivitamins With Fluoride,Pedi Mvi No.16 With Fluoride,
3099,Sfrowasa,Mesalamine,
3100,Toposar,Etoposide,
3101,Pnv 29-1,"Prenatal Vit #76/Iron,carb/Fa",
3102,Ur N-C,Meth/Meblue/Sod Phos/Psal/Hyos,
3103,Empliciti,Elotuzumab,
3104,Kabiven,Aa 3.31 %/D9.8w/Fat/Elect #10,
3105,Rowasa,Mesalamine W/Cleansing Wipes,
3106,Ultilet Insulin Syringe,"Syringe And Needle,insulin,1ml",
3107,Coly-Mycin S,Neomyc/Colist/Hydrocort/Thonzn,
3108,Reno Caps,B Complex W-C No.20/Folic Acid,
3109,Vitafol Gummies,Pnv 112/Iron/Folic/Om3/Dha/Epa,
3110,Tricitrates,Sod/Pot/K Cit/Sod Cit/Cit Acid,
3111,Thyroid,"Thyroid,pork",
3112,Aldara,Imiquimod,
3113,Aristada Initio,"Aripiprazole Lauroxil,submicr.",
3114,Nabi-Hb,Hepatitis B Immune Globulin,
3115,Elaprase,Idursulfase,
3116,Prenata,Prenatal Vit37/Iron/Folic Acid,
3117,Ryclora,Dexchlorpheniramine Maleate,
3118,Lutera,Levonorgestrel/Ethin.Estradiol,
3119,Lexette,Halobetasol Propionate,
3120,Adakveo,Crizanlizumab-Tmca,
3121,Band-Aid Gauze Pads,Gauze Bandage,
3122,Topcare Clickfine,"Pen Needle, Diabetic",
3123,Zilxi,Minocycline Hcl,
3124,Aldurazyme,Laronidase,
3125,Fintepla,Fenfluramine Hcl,
3126,Potassium Chloride-0.45% Nacl,Potassium Chloride-0.45% Nacl,
3127,Temozolomide,Temozolomide,
3128,Aceon,Perindopril Erbumine,
3129,Xerese,Acyclovir/Hydrocortisone,
3130,D.H.E.45,Dihydroergotamine Mesylate,
3131,Ultilet Insulin Syringe,"Syring W-Ndl,disp,insul,0.3ml",
3132,Prenate Dha,Pnv #38/Iron Fum/Folate/Dha,
3133,Clinimix,Amino Acids 5 %/Dextrose 15 %,
3134,Dexamethasone Sodium Phosphate,Dexamethasone Sod Phosphate/Pf,
3135,Extina,Ketoconazole,
3136,Folivane-Ob,"Pnv #15/Iron Fum,ps/Folic Acid",
3137,Marcaine,Bupivacaine Hcl/Pf,
3138,Synalgos-Dc,Dihydrocodeine/Aspirin/Caffein,true
3139,Kimidess,Desog-E.Estradiol/E.Estradiol,
3140,Dextrose 5%-Potassium Chloride,Potassium Chloride In D5w,
3141,Aubra Eq,Levonorgestrel/Ethin.Estradiol,
3142,Temsirolimus,Temsirolimus,
3143,Relafen Ds,Nabumetone,
3144,Vyondys-53,Golodirsen,
3145,Unifine Pentips Maxflow,"Pen Needle, Diabetic",
3146,Ringers Injection,Ringers Solution,
3147,Cardiotek-Rx,Fa/Arginine Hcl/B12/B6/Pep Ex,
3148,Bd Insulin Syringe Micro-Fine,"Syring W-Ndl,disp,insul,0.5ml",
3149,Pandel,Hydrocortisone Probutate,
3150,Foltx,Cyanocobalamin/Fa/Pyridoxine,
3151,Topcare Ultra Comfort,"Syringe And Needle,insulin,1ml",
3152,Desowen,Desonide,
3153,Prenatal Plus,"Pnv,calcium 72/Iron,carb/Folic",
3154,Melodetta 24 Fe,Norethindrone-E.Estradiol-Iron,
3155,Lyza,Norethindrone,
3156,Ciclopirox,Ciclopirox/Urea/Camph/Men/Euc,
3157,Brompheniramine-Pseudoephed-Dm,Brompheniramine/Pseudoephed/Dm,
3158,Sure Comfort Insulin Syringe,"Syring-Needl,disp,insul,0.3 Ml",
3159,Renova,Tretinoin/Emollient Base,
3160,Optivar,Azelastine Hcl,
3161,Normosol-R Ph 7.4,Electrolyte-R (Ph 7.4),
3162,Ob Complete One,Pnv 85/Iron/Folic/Dha/Fish Oil,
3163,Karbinal Er,Carbinoxamine Maleate,
3164,Oravig,Miconazole,
3165,Maxitrol,Neomycin/Polymyxin B/Dexametha,
3166,Fusion Plus,"Iron,fm,ps/Folic/B,c18/L.Casei",
3167,Metopirone,Metyrapone,
3168,Clindamycin (Pediatric),Clindamycin Palmitate Hcl,
3169,Nymyo,Norgestimate-Ethinyl Estradiol,
3170,Miconazole 3,Miconazole Nitrate,
3171,Cyclessa,Desogestrel-Ethinyl Estradiol,
3172,Ketek,Telithromycin,
3173,Lincocin,Lincomycin Hcl,
3174,Neptazane,Methazolamide,
3175,Folivane-Ob,Pnv No.15/Iron Fum & Ps Cmp/Fa,
3176,Aciphex Sprinkle,Rabeprazole Sodium,
3177,Polytrim,Polymyxin B Sulf/Trimethoprim,
3178,Setlakin,Levonorgestrel-Ethin Estradiol,
3179,Virt-Pn Dha,Prenatal 47/Iron/Folate 1/Dha,
3180,Pnv-Dha,Multivit 47/Iron/Folate 1/Dha,
3181,Tralement,Zinc/Copper/Manganese/Selenium,
3182,Vtama,Tapinarof,
3183,Blenrep,Belantamab Mafodotin-Blmf,
3184,Maxicomfort Ii Pen Needle,"Pen Needle, Diabetic",
3185,Keflex,Cephalexin,
3186,Tpn Electrolytes,Sodium/Pot/Mag/Calc/Chlor/Acet,
3187,Istodax,Romidepsin,
3188,Moxifloxacin,Moxifloxacin-Sod.Chloride(Iso),
3189,Tiopronin,Tiopronin,
3190,Monodox,Doxycycline Monohydrate,
3191,Aleveer,Capsaicin/Menthol,
3192,Vp-Vite Rx,Vit B Comp No.3/Folic/C/Biotin,
3193,Symax Duotab,Hyoscyamine Sulfate,
3194,Gemmily,Norethindrone-E.Estradiol-Iron,
3195,Invega Hafyera,Paliperidone Palmitate,
3196,Evenity,Romosozumab-Aqqg,
3197,Eloxatin,Oxaliplatin,
3198,Urogesic-Blue,Methen/Sod Phos/Meth Blue/Hyos,
3199,Infugem,Gemcitabine Hcl In 0.9 % Nacl,
3200,Prenate Pixie,Prenatal Vit 85/Iron/Fa 1/Dha,
3201,Olux-E,Clobetasol Propionate/Emoll,
3202,Precision,"Syring W-Ndl,disp,insul,0.3ml",
3203,Pnv-Dha,Prenatal 47/Iron/Folate 1/Dha,
3204,Celestone,"Betamethasone Acetate,sod Phos",
3205,Children's Multivitamin,Pediatric Multivitamin No.17,
3206,Insulin Syringe,"Syringe,insulin,needless 1 Ml",
3207,Cablivi,Caplacizumab-Yhdp,
3208,Clinimix,Amino Acids 4.25%/Dextrose 10%,
3209,Epirubicin Hcl,Epirubicin Hcl,
3210,Hycodan,Hydrocodone Bit/Homatrop Me-Br,
3211,Vitamedmd Plus Rx,Prenatal No.39/Iron/Fa #6/Dha,
3212,Vanatol S,Butalb/Acetaminophen/Caffeine,
3213,Prenate Chewable,Prenatal Vit No.112/Folate No6,
3214,Procalamine,Amino Ac 3%/Electrolyte/Glycer,
3215,Insulin Degludec Pen (U-100),Insulin Degludec,
3216,Luer-Lok Syringe,"Syringe, Disposable, 1ml",
3217,O-Cal Prenatal,Prenatal Vit/Iron Fumarate/Fa,
3218,Utira-C,Meth/Meblue/Sod Phos/Psal/Hyos,
3219,Aemcolo,Rifamycin Sodium,
3220,Symax-Sr,Hyoscyamine Sulfate,
3221,Prefera-Ob Plus Dha,"Pnv No.88/Iron Ps,heme/Fa/Dha",
3222,Humira Pen Crohn's-Uc-Hs,Adalimumab,
3223,J-Cof Dhc,Bromphenrm/Pseudoeph/Dihydrocd,
3224,Aklief,Trifarotene,
3225,Celestone,Betameth Acet/Betamet Sod Phos,
3226,Albuked-25,Albumin Human,
3227,Infliximab,Infliximab,
3228,Glutose 15,Dextrose,
3229,Dextrose 5%-0.225% Nacl,Dextrose 5 %-0.2 % Sod Chlorid,
3230,Livixil Pak,Lidocaine/Prilocaine,
3231,Cogentin,Benztropine Mesylate,
3232,Chateal Eq,Levonorgestrel/Ethin.Estradiol,
3233,Bd Insulin Syringe Ultra-Fine,"Syring W-Ndl,disp,insul,0.3ml",
3234,Dolgic Plus,Butalb/Acetaminophen/Caffeine,
3235,Epinephrine,Epinephrine Hcl/Pf,
3236,Trophamine,Amino Acids 10 %,
3237,Augmentin Xr,Amoxicillin/Potassium Clav,
3238,Dodex,Cyanocobalamin (Vitamin B-12),
3239,Paroxetine Hcl,Paroxetine Hcl,
3240,Pentoxifylline,Pentoxifylline,
3241,Proair Hfa,Albuterol Sulfate,
3242,Propranolol Hcl,Propranolol Hcl,
3243,Gabapentin,Gabapentin,
3244,Atorvastatin Calcium,Atorvastatin Calcium,
3245,Amlodipine Besylate-Benazepril,Amlodipine Besylate/Benazepril,
3246,Dilt-Xr,Diltiazem Hcl,
3247,Furosemide,Furosemide,
3248,Ramipril,Ramipril,
3249,Sulfamethoxazole-Trimethoprim,Sulfamethoxazole/Trimethoprim,
3250,Clindamycin Phosphate,Clindamycin Phosphate,
3251,Laclotion,Ammonium Lactate,
3252,Etodolac,Etodolac,
3253,Fluticasone Propionate,Fluticasone Propionate,
3254,Nortriptyline Hcl,Nortriptyline Hcl,
3255,Escitalopram Oxalate,Escitalopram Oxalate,
3256,Olanzapine,Olanzapine,
3257,Pantoprazole Sodium,Pantoprazole Sodium,
3258,Quetiapine Fumarate,Quetiapine Fumarate,
3259,Butrans,Buprenorphine,true
3260,Lyrica,Pregabalin,
3261,Methadone Hcl,Methadone Hcl,true
3262,Losartan Potassium,Losartan Potassium,
3263,Methotrexate,Methotrexate Sodium,
3264,Benazepril-Hydrochlorothiazide,Benazepril/Hydrochlorothiazide,
3265,Fenofibrate,Fenofibrate,
3266,Finasteride,Finasteride,
3267,Ofloxacin,Ofloxacin,
3268,Vytorin,Ezetimibe/Simvastatin,
3269,Clindamycin Hcl,Clindamycin Hcl,
3270,Advair Hfa,Fluticasone/Salmeterol,
3271,Amox Tr-Potassium Clavulanate,Amoxicillin/Potassium Clav,
3272,Lansoprazole,Lansoprazole,
3273,Methylprednisolone,Methylprednisolone,
3274,Oxybutynin Chloride,Oxybutynin Chloride,
3275,Phenytoin Sodium Extended,Phenytoin Sodium Extended,
3276,Unifine Pentips,"Needles, Insulin Disposable",
3277,Vesicare,Solifenacin Succinate,
3278,Temazepam,Temazepam,
3279,Ceftriaxone,Ceftriaxone Sodium,
3280,Clotrimazole-Betamethasone,Clotrimazole/Betamethasone Dip,
3281,Humalog,Insulin Lispro,
3282,Lactulose,Lactulose,
3283,Levetiracetam,Levetiracetam,
3284,Methylphenidate Hcl,Methylphenidate Hcl,
3285,Phenytoin,Phenytoin,
3286,Timolol Maleate,Timolol Maleate,
3287,Vancomycin Hcl,Vancomycin Hcl,
3288,Nyamyc,Nystatin,
3289,Primidone,Primidone,
3290,Atrovent Hfa,Ipratropium Bromide,
3291,Novolin 70-30,Hum Insulin Nph/Reg Insulin Hm,
3292,Phenobarbital,Phenobarbital,
3293,Mycophenolate Mofetil,Mycophenolate Mofetil,
3294,Cholestyramine,Cholestyramine (With Sugar),
3295,Bupropion Hcl Sr,Bupropion Hcl,
3296,Indapamide,Indapamide,
3297,Sensipar,Cinacalcet Hcl,
3298,Verapamil Hcl,Verapamil Hcl,
3299,Levemir Flexpen,Insulin Detemir,
3300,Nifedical Xl,Nifedipine,
3301,Chlorpromazine Hcl,Chlorpromazine Hcl,
3302,Anagrelide Hcl,Anagrelide Hcl,
3303,Hydroxyurea,Hydroxyurea,
3304,Novolog Mix 70-30,Insuln Asp Prt/Insulin Aspart,
3305,Micardis Hct,Telmisartan/Hydrochlorothiazid,
3306,Advicor,Niacin/Lovastatin,
3307,Desmopressin Acetate,Desmopressin Acetate,
3308,Reyataz,Atazanavir Sulfate,
3309,Viramune Xr,Nevirapine,
3310,Cerefolin Nac,Lmfol Ca/Acetyl/Mb12/Algal Oil,
3311,L-Methylfolate-Mecobalamin-Nac,Acetyl/Methyl-B12/Lmefolate Ca,
3312,Lexapro,Escitalopram Oxalate,
3313,Azor,Amlodipine Bes/Olmesartan Med,
3314,Sandostatin Lar,Octreotide Acetate,
3315,Kaletra,Lopinavir/Ritonavir,
3316,Dipyridamole,Dipyridamole,
3317,Glucagon Emergency Kit,"Glucagon,human Recombinant",
3318,Pioglitazone-Metformin,Pioglitazone Hcl/Metformin Hcl,
3319,Sodium Chloride,Sodium Chloride Irrig Solution,
3320,Divalproex Sodium Er,Divalproex Sodium,
3321,Didanosine,Didanosine,
3322,Monoject Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
3323,Vitamin D2,Ergocalciferol (Vitamin D2),
3324,Tegretol,Carbamazepine,
3325,Estrace,Estradiol,
3326,Humalog Mix 75-25,Insulin Npl/Insulin Lispro,
3327,Novofine 32,"Needles, Insulin Disposable",
3328,Prednisolone Sodium Phosphate,Prednisolone Sod Phosphate,
3329,Neupro,Rotigotine,
3330,Pyridostigmine Bromide,Pyridostigmine Bromide,
3331,Sinemet Cr,Carbidopa/Levodopa,
3332,Aldactone,Spironolactone,
3333,Halflytely-Bisacodyl,Bisac/Nacl/Nahco3/Kcl/Peg 3350,
3334,Depakote,Divalproex Sodium,
3335,Thiothixene,Thiothixene,
3336,Valproic Acid,Valproic Acid,
3337,Pegasys,Peginterferon Alfa-2a,
3338,Onfi,Clobazam,
3339,Pexeva,Paroxetine Mesylate,
3340,Tecfidera,Dimethyl Fumarate,
3341,Jalyn,Dutasteride/Tamsulosin Hcl,
3342,Vyvanse,Lisdexamfetamine Dimesylate,
3343,Generlac,Lactulose,
3344,Pen Needles,"Needles, Insulin Disposable",
3345,Alvesco,Ciclesonide,
3346,Fenofibric Acid,Fenofibric Acid (Choline),
3347,Ketorolac Tromethamine,Ketorolac Tromethamine,
3348,Wellbutrin Xl,Bupropion Hcl,
3349,Myfortic,Mycophenolate Sodium,
3350,Timoptic Ocudose,Timolol Maleate/Pf,
3351,Dexamethasone Sodium Phosphate,Dexamethasone Sod Phosphate,
3352,Rozerem,Ramelteon,
3353,Dilaudid,Hydromorphone Hcl,true
3354,H.P. Acthar,Corticotropin,
3355,Cellcept,Mycophenolate Mofetil,
3356,Vibramycin,Doxycycline Hyclate,
3357,Gavilyte-C,"Peg 3350/Na Sulf,bicarb,cl/Kcl",
3358,Mirapex,Pramipexole Di-Hcl,
3359,Hydrocodone-Ibuprofen,Hydrocodone/Ibuprofen,true
3360,Sanctura Xr,Trospium Chloride,
3361,Androderm,Testosterone,
3362,Dextrose In Water,Dextrose 5 % In Water,
3363,Geodon,Ziprasidone Hcl,
3364,Nuedexta,Dextromethorphan Hbr/Quinidine,
3365,Aloxi,Palonosetron Hcl,
3366,Gemcitabine Hcl,Gemcitabine Hcl,
3367,Fluvastatin Sodium,Fluvastatin Sodium,
3368,Mepron,Atovaquone,
3369,Brovana,Arformoterol Tartrate,
3370,Duragesic,Fentanyl,true
3371,Zymaxid,Gatifloxacin,
3372,Pancreaze,Lipase/Protease/Amylase,
3373,Zosyn,"Piperacillin-Tazo-Dextrose,iso",
3374,Bacitracin,Bacitracin,
3375,Mimvey,Estradiol/Norethindrone Acet,
3376,Apidra Solostar,Insulin Glulisine,
3377,Insulin Syringe,"Syr W-Ndl,ins 0.3 Ml Half Mark",
3378,Xeljanz,Tofacitinib Citrate,
3379,Nephplex Rx,Vit B Cmplx No3/Fa/C/Biot/Zinc,
3380,Glucotrol Xl,Glipizide,
3381,Levora-28,Levonorgestrel-Eth Estradiol,
3382,Concerta,Methylphenidate Hcl,
3383,Clickfine,"Needles, Insulin Disposable",
3384,Symlinpen 120,Pramlintide Acetate,
3385,Candesartan-Hydrochlorothiazid,Candesartan/Hydrochlorothiazid,
3386,Meperidine Hcl,Meperidine Hcl,true
3387,Alcohol Prep Swabs,Alcohol Antiseptic Pads,
3388,Glucovance,Glyburide/Metformin Hcl,
3389,Zonalon,Doxepin Hcl,
3390,Altace,Ramipril,
3391,Fabb,Cyanocobalamin/Fa/Pyridoxine,
3392,Propranolol-Hydrochlorothiazid,Propranolol/Hydrochlorothiazid,
3393,Sf 5000 Plus,Sodium Fluoride,
3394,Acetylcysteine,Acetylcysteine,
3395,Mycobutin,Rifabutin,
3396,Chlorpropamide,Chlorpropamide,
3397,Meprobamate,Meprobamate,
3398,Amaryl,Glimepiride,
3399,Zomig,Zolmitriptan,
3400,Lessina,Levonorgestrel-Eth Estradiol,
3401,Low-Ogestrel,Norgestrel-Ethinyl Estradiol,
3402,Epogen,Epoetin Alfa,
3403,Equetro,Carbamazepine,
3404,Trinessa,Norgestimate-Ethinyl Estradiol,
3405,Zestril,Lisinopril,
3406,Accupril,Quinapril Hcl,
3407,Renal Caps,Folic Acid/Vitamin B Comp W-C,
3408,Easy Touch,"Syring W-Ndl,disp,insul,0.5ml",
3409,Aricept Odt,Donepezil Hcl,
3410,Qsymia,Phentermine/Topiramate,
3411,Phenylephrine Hcl,Phenylephrine Hcl,
3412,Gengraf,"Cyclosporine, Modified",
3413,Rapamune,Sirolimus,
3414,Firmagon,Degarelix Acetate,
3415,Ritalin La,Methylphenidate Hcl,
3416,Rilutek,Riluzole,
3417,Provigil,Modafinil,
3418,Picato,Ingenol Mebutate,
3419,Alprazolam Odt,Alprazolam,
3420,Votrient,Pazopanib Hcl,
3421,Tiagabine Hcl,Tiagabine Hcl,
3422,Subsys,Fentanyl,true
3423,Granisetron Hcl,Granisetron Hcl/Pf,
3424,Methylprednisolone Sod Succ,Methylprednisolone Sod Succ,
3425,Duetact,Pioglitazone Hcl/Glimepiride,
3426,Parnate,Tranylcypromine Sulfate,
3427,Eryped 200,Erythromycin Ethylsuccinate,
3428,Sodium Citrate & Citric Acid,Citric Acid/Sodium Citrate,
3429,Corvite 150,"Iron, Carbonyl/Fa/C/B-6/B12/Zn",
3430,Juvisync,Sitagliptin/Simvastatin,
3431,Diflorasone Diacetate,Diflorasone Diacetate,
3432,Tylenol-Codeine No.4,Acetaminophen With Codeine,true
3433,Diamox Sequels,Acetazolamide,
3434,Nadolol-Bendroflumethiazide,Nadolol/Bendroflumethiazide,
3435,Azactam-Iso-Osmotic Dextrose,Aztreonam/Dextrose-Water,
3436,Amoxicillin-Clavulanate Er,Amoxicillin/Potassium Clav,
3437,Alinia,Nitazoxanide,
3438,Reclast,Zoledronic Acid/Mannitol&water,
3439,Stalevo 150,Carbidopa/Levodopa/Entacapone,
3440,Axert,Almotriptan Malate,
3441,Epipen Jr 2-Pak,Epinephrine,
3442,Dovonex,Calcipotriene,
3443,Triadvance,Prenatal Vit 15/Iron Cb/Fa/Dss,
3444,Famotidine,Famotidine/Pf,
3445,Ery,Erythromycin Base/Ethanol,
3446,Hyosyne,Hyoscyamine Sulfate,
3447,Tetanus Toxoid Adsorbed,"Tetanus Toxoid,adsorbed/Pf",
3448,Ergoloid Mesylates,Ergoloid Mesylates,
3449,Butisol Sodium,Butabarbital Sodium,
3450,Nephrocaps,Folic Acid/Vitamin B Comp W-C,
3451,Dobutamine Hcl,Dobutamine Hcl,
3452,Alsuma,Sumatriptan Succinate,
3453,Somavert,Pegvisomant,
3454,Taron Forte,Iron Bg&ps/Vit C/B12/Fa/Ca Thr,
3455,Cyclophosphamide,Cyclophosphamide,
3456,Intron A,"Interferon Alfa-2b,recomb.",
3457,Urso Forte,Ursodiol,
3458,Tenoretic 50,Atenolol/Chlorthalidone,
3459,Bicillin L-A,Penicillin G Benzathine,
3460,Wellbutrin,Bupropion Hcl,
3461,Easy Touch Insulin Syringe,"Syring W-Ndl,disp,insul,0.5ml",
3462,Propantheline Bromide,Propantheline Bromide,
3463,Procto-Pak,Hydrocortisone,
3464,Starlix,Nateglinide,
3465,Soltamox,Tamoxifen Citrate,
3466,Oxycodone Concentrate,Oxycodone Hcl,true
3467,Prefest,Estradiol/Norgestimate,
3468,Beyaz,Drospir/Eth Estra/Levomefol Ca,
3469,Salicylic Acid,Salicylic Acid,
3470,Naloxone Hcl,Naloxone Hcl,
3471,Cerezyme,Imiglucerase,
3472,Podofilox,Podofilox,
3473,Sandimmune,Cyclosporine,
3474,Nutropin Aq Nuspin,Somatropin,
3475,Soliris,Eculizumab,
3476,Octagam,"Immune Globulin,g(Igg)/Maltose",
3477,Exelderm,Sulconazole Nitrate,
3478,Firazyr,Icatibant Acetate,
3479,Levorphanol Tartrate,Levorphanol Tartrate,true
3480,Risperdal M-Tab,Risperidone,
3481,Sulfamylon,Mafenide Acetate,
3482,Fml S.O.P.,Fluorometholone,
3483,Se-Natal 19,Pnv119/Iron Fumarate/Fa/Dss,
3484,Lucentis,Ranibizumab,
3485,Cordarone,Amiodarone Hcl,
3486,Metafolbic,Vit B12/Lmefolate Ca/Vit B6/B2,
3487,Calcium-Folic Acid Plus D,Cal Carb/Mgox/D3/B12/Fa/B6/Bor,
3488,Rayos,Prednisone,
3489,Levatol,Penbutolol Sulfate,
3490,Rosadan,Metronidazole/Skin Cleansr #23,
3491,Cipro,Ciprofloxacin Hcl,
3492,Fuzeon,Enfuvirtide,
3493,Leena,Norethindrone-Ethinyl Estrad,
3494,Neomycin-Bacitracin-Poly-Hc,Neomy Sulf/Bacitrac Zn/Poly/Hc,
3495,Dextroamphetamine-Amphet Er,Dextroamphetamine/Amphetamine,
3496,Humulin 70-30,Insulin Nph Hum/Reg Insulin Hm,
3497,Fluvoxamine Maleate Er,Fluvoxamine Maleate,
3498,Microgestin Fe,Norethindrone-E.Estradiol-Iron,
3499,Dextrose 5%-0.45% Nacl,Dextrose 5 %-0.45 % Nacl,
3500,Dextrose 5%-0.9% Nacl,Dextrose 5 % And 0.9 % Nacl,
3501,Reno Caps,B Complex & C No.20/Folic Acid,
3502,Carbidopa,Carbidopa,
3503,Zolmitriptan,Zolmitriptan,
3504,Potassium Chloride-Nacl,Potassium Chloride-0.45% Nacl,
3505,Lamivudine Hbv,Lamivudine,
3506,Easy Comfort Insulin Syringe,"Syringe & Needle,insulin,1 Ml",
3507,Aptiom,Eslicarbazepine Acetate,
3508,Fycompa,Perampanel,
3509,Esomeprazole Strontium,Esomeprazole Strontium,
3510,Orsythia,Levonorgestrel-Ethin Estradiol,
3511,Galantamine Hydrobromide,Galantamine Hbr,
3512,Clonidine Hcl Er,Clonidine Hcl,
3513,Varivax Vaccine,Varicella Vaccine Live/Pf,
3514,Yf-Vax,Yellow Fever Vaccine Live/Pf,
3515,Zortress,Everolimus,
3516,Diabeta,Glyburide,
3517,Ultra Comfort,"Syring W-Ndl,disp,insul,0.3 Ml",
3518,Ludent Fluoride,Sodium Fluoride,
3519,Comfort Ez,"Syring W-Ndl,disp,insul,0.5 Ml",
3520,Carisoprodol-Aspirin-Codeine,Codeine/Carisoprodol/Aspirin,true
3521,Yasmin 28,Ethinyl Estradiol/Drospirenone,
3522,Tobi Podhaler,Tobramycin,
3523,Clindamycin Phosphate-D5w,Clindamycin Phosphate/D5w,
3524,Sulfadiazine,Sulfadiazine,
3525,Albenza,Albendazole,
3526,Wera,Norethindrone-Ethinyl Estrad,
3527,Comfort Ez,"Syringe & Needle,insulin,1 Ml",
3528,Vaqta,Hepatitis A Virus Vaccine/Pf,
3529,K-Phos Original,"Potassium Phosphate,monobasic",
3530,Mekinist,Trametinib Dimethyl Sulfoxide,
3531,Otezla,Apremilast,
3532,Desmopressin Acetate,Desmopressin (Nonrefrigerated),
3533,Glucotrol,Glipizide,
3534,E.E.S. 400,Erythromycin Ethylsuccinate,
3535,Arestin,Minocycline Hcl Microspheres,
3536,Noritate,Metronidazole,
3537,Cuvposa,Glycopyrrolate,
3538,Hetlioz,Tasimelteon,
3539,Famotidine,"Famotidine In Nacl,iso-Osm/Pf",
3540,Loprox,Ciclopirox,
3541,Kurvelo,Levonorgestrel-Ethin Estradiol,
3542,Primlev,Oxycodone Hcl/Acetaminophen,true
3543,Lomedia 24 Fe,Norethindrone-E.Estradiol-Iron,
3544,Tofranil-Pm,Imipramine Pamoate,
3545,Homatropaire,Homatropine Hbr,
3546,Humira Pen,Adalimumab,
3547,Novolog Mix 70-30,Insulin Aspart Protam & Aspart,
3548,Vol-Plus,Pnv With Ca#74/Iron/Folic Acid,
3549,Aspirin-Dipyridamole Er,Aspirin/Dipyridamole,
3550,Rytary,Carbidopa/Levodopa,
3551,Risedronate Sodium Dr,Risedronate Sodium,
3552,Ibrance,Palbociclib,
3553,Mimvey Lo,Estradiol/Norethindrone Acet,
3554,Prenatal Vitamin Plus Low Iron,"Pnv With Ca,no.72/Iron/Fa",
3555,Hizentra,Immun Glob G(Igg)/Pro/Iga 0-50,
3556,Gavilyte-H And Bisacodyl,Bisac/Nacl/Nahco3/Kcl/Peg 3350,
3557,Hysingla Er,Hydrocodone Bitartrate,true
3558,Butalbital-Acetaminophen,Butalbital/Acetaminophen,
3559,Xodol 10-300,Hydrocodone/Acetaminophen,true
3560,Zithromax,Azithromycin,
3561,Humalog Kwikpen U-200,Insulin Lispro,
3562,Vanishpoint,"Syringe And Needle,insulin,1ml",
3563,Sure-Ject Insulin Syringe,"Syringe And Needle,insulin,1ml",
3564,Lofibra,"Fenofibrate,micronized",
3565,Clinimix E,Aa 4.25%/Calcium/Lytes/Dex 10%,
3566,Betagan,Levobunolol Hcl,
3567,Insulin Syringe,"Syringe W-O Needl,insulin,1 Ml",
3568,Sure-Ject Insulin Syringe,"Syring W-Ndl,disp,insul,0.3 Ml",
3569,Probenecid-Colchicine,Probenecid/Colchicine,
3570,Gavilyte-G,"Peg3350/Sod Sulf,bicarb,cl/Kcl",
3571,Olmesartan Medoxomil,Olmesartan Medoxomil,
3572,Lonsurf,Trifluridine/Tipiracil Hcl,
3573,Sure Comfort,"Syringe-Needle,insulin,0.5 Ml",
3574,Peg-3350 And Electrolytes,"Peg3350/Sod Sulf,bicarb,cl/Kcl",
3575,Darifenacin Er,Darifenacin Hydrobromide,
3576,Phospha 250 Neutral,"Sod Phos Di, Mono/K Phos Mono",
3577,Easy Comfort Insulin Syringe,"Syringe-Needle,insulin,0.5 Ml",
3578,Advocate Syringes,"Syringe-Needle,insulin,0.5 Ml",
3579,Trinatal Rx 1,"Prenatal Vit27,calcium/Iron/Fa",
3580,Tetrabenazine,Tetrabenazine,
3581,Cyramza,Ramucirumab,
3582,Chlordiazepoxide-Amitriptyline,Amitriptyline/Chlordiazepoxide,
3583,Viberzi,Eluxadoline,
3584,Abraxane,Paclitaxel Protein-Bound,
3585,Afrezza,"Insulin Regular, Human",
3586,Almotriptan Malate,Almotriptan Malate,
3587,Ibudone,Hydrocodone/Ibuprofen,true
3588,Makena,Hydroxyprogesterone Caproat/Pf,
3589,Robaxin,Methocarbamol,
3590,Colazal,Balsalazide Disodium,
3591,Comfort Ez,"Syring-Needl,disp,insul,0.3 Ml",
3592,Easy Touch Sheathlock Insulin,"Syringe,needle,insuln,safe,1ml",
3593,Doxorubicin Hcl,Doxorubicin Hcl,
3594,Folivane-Ob,"Pnv 15/Iron Fum,ps/Folic Acid",
3595,Silvadene,Silver Sulfadiazine,
3596,Vemlidy,Tenofovir Alafenamide Fumarate,
3597,Clindamycin Pediatric,Clindamycin Palmitate Hcl,
